Sample	Ctcf_E	Dnase1_E	H3k27ac_E	H3k27me3_E	H3k36me3_E	H3k4me2_E	H3k9ac_E	H4k20me1_E	Rad21_E	Tbp_E	Ctcf_P	Dnase1_P	H3k27ac_P	H3k27me3_P	H3k36me3_P	H3k4me2_P	H3k9ac_P	H4k20me1_P	Rad21_P	Tbp_P	Correlation	Exp	Class
chr6_11495000_11500000-chr6_11170000_11175000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.758189	0.000291	1
chr6_11580000_11585000-chr6_12585000_12590000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr6_11585000_11590000-chr6_12585000_12590000	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.422212	0	1
chr6_11590000_11595000-chr6_12585000_12590000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr6_11595000_11600000-chr6_12585000_12590000	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.664793	0	1
chr6_116605000_116610000-chr6_116890000_116895000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	0	1	-0.268859	0	1
chr6_116880000_116885000-chr6_116600000_116605000	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0.355275	0.545316	1
chr6_116885000_116890000-chr6_116600000_116605000	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0.535387	0.545316	1
chr6_118600000_118605000-chr6_119400000_119405000	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	-0.0140029	0	1
chr6_118605000_118610000-chr6_119400000_119405000	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.10293	0	1
chr6_11925000_11930000-chr6_12005000_12010000	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0.75189	0.301752	1
chr6_119450000_119455000-chr6_119670000_119675000	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.26597	0.834041	1
chr6_119455000_119460000-chr6_119670000_119675000	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	0.528292	0.834041	1
chr6_119460000_119465000-chr6_119670000_119675000	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	0.520881	0.834041	1
chr6_119655000_119660000-chr6_119470000_119475000	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0.238409	0.234405	1
chr6_119660000_119665000-chr6_119470000_119475000	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.277747	0.234405	1
chr6_123155000_123160000-chr6_123065000_123070000	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.65456	0	1
chr6_123160000_123165000-chr6_123065000_123070000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.675356	0	1
chr6_126175000_126180000-chr6_126275000_126280000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.394357	0.078525	1
chr6_126180000_126185000-chr6_126275000_126280000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.394357	0.078525	1
chr6_126185000_126190000-chr6_126275000_126280000	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0.199988	0.078525	1
chr6_126285000_126290000-chr6_126100000_126105000	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0.553656	0.172689	1
chr6_126285000_126290000-chr6_126195000_126200000	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0.442009	0	1
chr6_126290000_126295000-chr6_126195000_126200000	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0.224439	0	1
chr6_129815000_129820000-chr6_130065000_130070000	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0.286371	0	1
chr6_129820000_129825000-chr6_130065000_130070000	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0.634832	0	1
chr6_130050000_130055000-chr6_129810000_129815000	1	0	1	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0.665242	0.002751	1
chr6_130085000_130090000-chr6_130335000_130340000	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.942005	0.058081	1
chr6_130085000_130090000-chr6_130340000_130345000	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0.702767	0.058081	1
chr6_130095000_130100000-chr6_130335000_130340000	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0.110228	0.058081	1
chr6_130095000_130100000-chr6_130340000_130345000	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0.578252	0.058081	1
chr6_130325000_130330000-chr6_129915000_129920000	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0.21485	0	1
chr6_130325000_130330000-chr6_129920000_129925000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0	1
chr6_131850000_131855000-chr6_131520000_131525000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0	1
chr6_131855000_131860000-chr6_131520000_131525000	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.896336	0	1
chr6_131860000_131865000-chr6_131520000_131525000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0	1
chr6_131865000_131870000-chr6_131520000_131525000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0	1
chr6_131870000_131875000-chr6_131520000_131525000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0	1
chr6_132230000_132235000-chr6_132820000_132825000	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.166655	0	1
chr6_132235000_132240000-chr6_132820000_132825000	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.166655	0	1
chr6_132240000_132245000-chr6_132820000_132825000	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.166655	0	1
chr6_132245000_132250000-chr6_132820000_132825000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0	1
chr6_133875000_133880000-chr6_134415000_134420000	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.969069	0	1
chr6_133885000_133890000-chr6_134415000_134420000	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.196262	0	1
chr6_133890000_133895000-chr6_134210000_134215000	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	-0.312415	0	1
chr6_133890000_133895000-chr6_134415000_134420000	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.808166	0	1
chr6_134475000_134480000-chr6_135260000_135265000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1
chr6_134480000_134485000-chr6_135260000_135265000	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.166655	0	1
chr6_134950000_134955000-chr6_134490000_134495000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0.340668	0	1
chr6_134950000_134955000-chr6_134495000_134500000	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0.00647918	0	1
chr6_135250000_135255000-chr6_134490000_134495000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0.184638	0	1
chr6_135250000_135255000-chr6_134495000_134500000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.524743	0	1
chr6_136965000_136970000-chr6_137110000_137115000	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.343333	0.20385	1
chr6_138125000_138130000-chr6_138185000_138190000	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	0.612585	0.247805	1
chr6_138435000_138440000-chr6_138830000_138835000	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.929721	0.00086	1
chr6_138435000_138440000-chr6_139090000_139095000	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	-0.385357	0.462371	1
chr6_139075000_139080000-chr6_138425000_138430000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.286136	0	1
chr6_139080000_139085000-chr6_138425000_138430000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.286136	0	1
chr6_139085000_139090000-chr6_138425000_138430000	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0.306069	0	1
chr6_139125000_139130000-chr6_139695000_139700000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	-0.747702	0	1
chr6_139685000_139690000-chr6_139130000_139135000	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0.177599	0	1
chr6_139685000_139690000-chr6_139135000_139140000	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0.752771	0	1
chr6_139685000_139690000-chr6_139140000_139145000	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0.177599	0	1
chr6_140315000_140320000-chr6_139695000_139700000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0.211083	0	1
chr6_142705000_142710000-chr6_142465000_142470000	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0.200177	0	1
chr6_142855000_142860000-chr6_142465000_142470000	1	0	0	1	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.132353	0	1
chr6_142860000_142865000-chr6_142465000_142470000	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.116036	0	1
chr6_142865000_142870000-chr6_142465000_142470000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.525339	0	1
chr6_142870000_142875000-chr6_142465000_142470000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.525339	0	1
chr6_145535000_145540000-chr6_144900000_144905000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0.567862	0	1
chr6_147020000_147025000-chr6_146860000_146865000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0.285748	0	1
chr6_147220000_147225000-chr6_147520000_147525000	1	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0.536287	1.90415	1
chr6_147220000_147225000-chr6_147525000_147530000	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0.221979	1.90415	1
chr6_147225000_147230000-chr6_147520000_147525000	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	0.553798	1.90415	1
chr6_147225000_147230000-chr6_147525000_147530000	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0.566805	1.90415	1
chr6_148475000_148480000-chr6_147830000_147835000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.217579	0.007945	1
chr6_148485000_148490000-chr6_147830000_147835000	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0.290675	0.007945	1
chr6_148490000_148495000-chr6_147830000_147835000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.217579	0.007945	1
chr6_148495000_148500000-chr6_147830000_147835000	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	-0.395607	0.007945	1
chr6_148775000_148780000-chr6_147830000_147835000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.217579	0.007945	1
chr6_148780000_148785000-chr6_147830000_147835000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.217579	0.007945	1
chr6_148785000_148790000-chr6_147830000_147835000	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0.259968	0.007945	1
chr6_148790000_148795000-chr6_147830000_147835000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.217579	0.007945	1
chr6_148875000_148880000-chr6_149770000_149775000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.64735	0.001255	1
chr6_148880000_148885000-chr6_149770000_149775000	1	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0.0229798	0.001255	1
chr6_148895000_148900000-chr6_149770000_149775000	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0.137792	0.001255	1
chr6_149265000_149270000-chr6_148885000_148890000	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.21034	0.004281	1
chr6_149360000_149365000-chr6_150225000_150230000	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0.603318	0	1
chr6_149360000_149365000-chr6_150230000_150235000	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.389912	0	1
chr6_149360000_149365000-chr6_150240000_150245000	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0.0518836	0.001588	1
chr6_149365000_149370000-chr6_150225000_150230000	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.351159	0	1
chr6_149365000_149370000-chr6_150230000_150235000	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.643003	0	1
chr6_149365000_149370000-chr6_150240000_150245000	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.425806	0.001588	1
chr6_149370000_149375000-chr6_150225000_150230000	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.65821	0	1
chr6_149370000_149375000-chr6_150230000_150235000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr6_149370000_149375000-chr6_150240000_150245000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.472993	0.001588	1
chr6_149750000_149755000-chr6_148885000_148890000	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.208516	0.004281	1
chr6_149750000_149755000-chr6_149350000_149355000	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.760793	0	1
chr6_149760000_149765000-chr6_148885000_148890000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.004281	1
chr6_150335000_150340000-chr6_150260000_150265000	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0.159913	0.144907	1
chr6_150375000_150380000-chr6_151145000_151150000	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0.460224	0.068243	1
chr6_150380000_150385000-chr6_151145000_151150000	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.533438	0.068243	1
chr6_150710000_150715000-chr6_150255000_150260000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0.233809	0	1
chr6_150710000_150715000-chr6_150260000_150265000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.250091	0.144907	1
chr6_150710000_150715000-chr6_150270000_150275000	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.631442	0	1
chr6_150710000_150715000-chr6_150390000_150395000	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0.290684	0.002882	1
chr6_150715000_150720000-chr6_150255000_150260000	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0.492705	0	1
chr6_150715000_150720000-chr6_150260000_150265000	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0.0514038	0.144907	1
chr6_150715000_150720000-chr6_150270000_150275000	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0.693152	0	1
chr6_150715000_150720000-chr6_150390000_150395000	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0.590714	0.002882	1
chr6_150720000_150725000-chr6_150255000_150260000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0.233809	0	1
chr6_150720000_150725000-chr6_150260000_150265000	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.250091	0.144907	1
chr6_150720000_150725000-chr6_150270000_150275000	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.631442	0	1
chr6_151125000_151130000-chr6_150390000_150395000	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0.290684	0.002882	1
chr6_151130000_151135000-chr6_150390000_150395000	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0.290684	0.002882	1
chr6_151135000_151140000-chr6_150260000_150265000	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0.00902071	0.144907	1
chr6_151135000_151140000-chr6_150390000_150395000	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0.550362	0.002882	1
chr6_151140000_151145000-chr6_150390000_150395000	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0.290684	0.002882	1
chr6_151210000_151215000-chr6_151640000_151645000	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0.267202	0	1
chr6_151210000_151215000-chr6_151645000_151650000	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0.427511	0	1
chr6_151215000_151220000-chr6_151640000_151645000	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0.21369	0	1
chr6_151215000_151220000-chr6_151645000_151650000	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0.0850288	0	1
chr6_151340000_151345000-chr6_151640000_151645000	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	1
chr6_151340000_151345000-chr6_151645000_151650000	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0.254684	0	1
chr6_151345000_151350000-chr6_151640000_151645000	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	1
chr6_151345000_151350000-chr6_151645000_151650000	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0.254684	0	1
chr6_151650000_151655000-chr6_151145000_151150000	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.533438	0.068243	1
chr6_151655000_151660000-chr6_151145000_151150000	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.94552	0.068243	1
chr6_158175000_158180000-chr6_158295000_158300000	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0.110219	0	1
chr6_158625000_158630000-chr6_158935000_158940000	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	0	0.59365	0	1
chr6_158625000_158630000-chr6_159525000_159530000	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	0.703921	0	1
chr6_158630000_158635000-chr6_158935000_158940000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0.14513	0	1
chr6_158630000_158635000-chr6_159525000_159530000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0.0998914	0	1
chr6_158635000_158640000-chr6_158935000_158940000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0.55465	0	1
chr6_158635000_158640000-chr6_159525000_159530000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	0.77636	0	1
chr6_158640000_158645000-chr6_158935000_158940000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0.476352	0	1
chr6_158640000_158645000-chr6_159525000_159530000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	0.828511	0	1
chr6_159100000_159105000-chr6_159525000_159530000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0.0998914	0	1
chr6_159105000_159110000-chr6_159525000_159530000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0.0998914	0	1
chr6_159110000_159115000-chr6_159525000_159530000	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	0.566424	0	1
chr6_159115000_159120000-chr6_159525000_159530000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0.0998914	0	1
chr6_159120000_159125000-chr6_159525000_159530000	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0.241465	0	1
chr6_159520000_159525000-chr6_159465000_159470000	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0.771606	0	1
chr6_16000000_16005000-chr6_16125000_16130000	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0.321338	0.616504	1
chr6_1600000_1605000-chr6_2175000_2180000	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0.543609	0.170332	1
chr6_16005000_16010000-chr6_16125000_16130000	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	-0.306859	0.616504	1
chr6_160875000_160880000-chr6_160550000_160555000	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0.125485	0.00206	1
chr6_160885000_160890000-chr6_160550000_160555000	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.127947	0.00206	1
chr6_1615000_1620000-chr6_2175000_2180000	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	0.170332	1
chr6_161775000_161780000-chr6_161410000_161415000	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0.0573204	0.6108	1
chr6_161790000_161795000-chr6_161410000_161415000	1	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.0449844	0.6108	1
chr6_161795000_161800000-chr6_161410000_161415000	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0.317764	0.6108	1
chr6_163600000_163605000-chr6_163835000_163840000	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0.0222116	1.97377	1
chr6_163600000_163605000-chr6_164530000_164535000	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.502129	0	1
chr6_163605000_163610000-chr6_163835000_163840000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	-0.434491	1.97377	1
chr6_163605000_163610000-chr6_164530000_164535000	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.180234	0	1
chr6_163825000_163830000-chr6_164530000_164535000	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.204749	0	1
chr6_164375000_164380000-chr6_163610000_163615000	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.34885	0	1
chr6_164375000_164380000-chr6_163835000_163840000	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	1	-0.146014	1.97377	1
chr6_164375000_164380000-chr6_163840000_163845000	1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	-0.677633	1.97377	1
chr6_164380000_164385000-chr6_163610000_163615000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr6_164380000_164385000-chr6_163835000_163840000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	-0.434491	1.97377	1
chr6_164380000_164385000-chr6_163840000_163845000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0.277775	1.97377	1
chr6_164385000_164390000-chr6_163610000_163615000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
chr6_164385000_164390000-chr6_163835000_163840000	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	-0.434491	1.97377	1
chr6_164385000_164390000-chr6_163840000_163845000	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0.277775	1.97377	1
chr6_164390000_164395000-chr6_163610000_163615000	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.465066	0	1
chr6_164390000_164395000-chr6_163835000_163840000	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0.12477	1.97377	1
chr6_164390000_164395000-chr6_163840000_163845000	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0.0621336	1.97377	1
chr6_165850000_165855000-chr6_166510000_166515000	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.627845	0	1
chr6_167175000_167180000-chr6_167525000_167530000	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.674573	0.001248	1
chr6_167175000_167180000-chr6_167535000_167540000	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.674573	0.001248	1
chr6_167180000_167185000-chr6_167525000_167530000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.001248	1
chr6_167180000_167185000-chr6_167535000_167540000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.001248	1
chr6_167185000_167190000-chr6_167525000_167530000	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.454221	0.001248	1
chr6_167185000_167190000-chr6_167535000_167540000	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.454221	0.001248	1
chr6_167190000_167195000-chr6_167525000_167530000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.001248	1
chr6_167190000_167195000-chr6_167535000_167540000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.001248	1
chr6_167195000_167200000-chr6_167525000_167530000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.001248	1
chr6_167195000_167200000-chr6_167535000_167540000	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.001248	1
chr6_169250000_169255000-chr6_168595000_168600000	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0.282703	0	1
chr6_169255000_169260000-chr6_168595000_168600000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0.128806	0	1
chr6_169260000_169265000-chr6_168595000_168600000	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0.128806	0	1
chr6_169265000_169270000-chr6_168595000_168600000	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0.0827339	0	1
chr6_169270000_169275000-chr6_168595000_168600000	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0.0734761	0	1
