Sample	Ctcf_E	Dnase1_E	H3k27ac_E	H3k27me3_E	H3k36me3_E	H3k4me2_E	H3k9ac_E	H4k20me1_E	Rad21_E	Tbp_E	Ctcf_P	Dnase1_P	H3k27ac_P	H3k27me3_P	H3k36me3_P	H3k4me2_P	H3k9ac_P	H4k20me1_P	Rad21_P	Tbp_P	Correlation	Exp	Class
chr1_53780000_53785000-chr1_53695000_53700000	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.781194	1.48453	0
chr1_54345000_54350000-chr1_54690000_54695000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
chr1_55615000_55620000-chr1_55550000_55555000	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.686577	0.505265	0
chr1_55620000_55625000-chr1_54875000_54880000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.267338	0.120684	0
chr1_5790000_5795000-chr1_6130000_6135000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.127402	0	0
chr1_62600000_62605000-chr1_62535000_62540000	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.659999	0	0
chr1_65420000_65425000-chr1_65310000_65315000	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0.159546	0	0
chr1_67440000_67445000-chr1_66995000_67000000	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	0
chr1_67800000_67805000-chr1_67880000_67885000	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0.071009	0	0
chr1_6885000_6890000-chr1_6255000_6260000	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.513165	0	0
chr1_7815000_7820000-chr1_8020000_8025000	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0.118414	6.65306	0
chr1_8490000_8495000-chr1_8415000_8420000	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.122357	0.140731	0
chr1_85695000_85700000-chr1_86170000_86175000	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0.238297	0.269323	0
chr1_8575000_8580000-chr1_8415000_8420000	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.147332	0.140731	0
chr1_8820000_8825000-chr1_9095000_9100000	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0.411234	0.726515	0
chr1_8835000_8840000-chr1_9095000_9100000	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0.300622	0.726515	0
chr1_90580000_90585000-chr1_90455000_90460000	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.266404	0.345089	0
chr1_9230000_9235000-chr1_9170000_9175000	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0.0103251	0.028794	0
chr1_9370000_9375000-chr1_9260000_9265000	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0.501965	0.006696	0
chr1_94105000_94110000-chr1_93720000_93725000	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.165416	0	0
chr1_9620000_9625000-chr1_10000000_10005000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	-0.394006	0	0
chr2_101655000_101660000-chr2_101765000_101770000	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0.174046	0.014865	1
chr2_102855000_102860000-chr2_102635000_102640000	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0.8837	0.080746	1
chr2_102870000_102875000-chr2_102970000_102975000	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0.510672	0	1
chr2_102985000_102990000-chr2_102635000_102640000	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	-0.461106	0.080746	1
chr2_106800000_106805000-chr2_105950000_105955000	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0.632558	0.371817	1
chr2_108970000_108975000-chr2_109200000_109205000	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0.249792	0	1
chr2_109190000_109195000-chr2_108830000_108835000	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.224491	0.000587	1
chr2_109195000_109200000-chr2_108830000_108835000	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0.316264	0.000587	1
chr2_11035000_11040000-chr2_10975000_10980000	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0.58188	2.61137	1
chr2_111505000_111510000-chr2_111430000_111435000	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0.261364	1.60362	1
chr2_112460000_112465000-chr2_111870000_111875000	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0.79089	0.168019	1
chr2_112460000_112465000-chr2_111875000_111880000	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	1	1	0	1	0.371391	0.168019	1
chr2_11260000_11265000-chr2_10975000_10980000	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.919484	2.61137	1
chr2_112805000_112810000-chr2_112640000_112645000	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	-0.471876	0	1
chr2_113355000_113360000-chr2_113480000_113485000	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0.929144	0.005357	1
chr2_113385000_113390000-chr2_113480000_113485000	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0.505132	0.005357	1
chr2_113640000_113645000-chr2_113510000_113515000	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.217882	0.405262	1
chr2_114125000_114130000-chr2_114005000_114010000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.822714	0.396107	1
chr2_11580000_11585000-chr2_11370000_11375000	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.16666	0	1
chr2_11615000_11620000-chr2_11720000_11725000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.991763	0.004547	1
chr2_11615000_11620000-chr2_11915000_11920000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0.829091	1.35158	1
chr2_11830000_11835000-chr2_11920000_11925000	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0.170732	1.35158	1
chr2_119635000_119640000-chr2_120230000_120235000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.916676	0.001353	1
chr2_11970000_11975000-chr2_12855000_12860000	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0.787425	0.073454	1
chr2_120160000_120165000-chr2_120230000_120235000	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.457243	0.001353	1
chr2_120930000_120935000-chr2_120455000_120460000	1	1	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0.533656	0.000615	1
chr2_122475000_122480000-chr2_122285000_122290000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.145125	0.385709	1
chr2_127950000_127955000-chr2_128400000_128405000	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.574893	0	1
chr2_127950000_127955000-chr2_128405000_128410000	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0.296296	0	1
chr2_127955000_127960000-chr2_128400000_128405000	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.567386	0	1
chr2_127955000_127960000-chr2_128405000_128410000	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0.413767	0	1
chr2_131555000_131560000-chr2_131675000_131680000	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0.623275	0.002494	1
chr2_132430000_132435000-chr2_132555000_132560000	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0.793763	0.013697	1
chr2_132435000_132440000-chr2_132555000_132560000	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0.120005	0.013697	1
chr2_134960000_134965000-chr2_134875000_134880000	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	-0.184357	0.544593	1
chr2_135170000_135175000-chr2_134875000_134880000	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0.359004	0.544593	1
chr2_135655000_135660000-chr2_134875000_134880000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	0.243979	0.544593	1
chr2_135655000_135660000-chr2_135215000_135220000	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.856326	0.001045	1
chr2_136885000_136890000-chr2_136670000_136675000	0	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0.0202198	7.83718	1
chr2_137140000_137145000-chr2_136670000_136675000	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0.404278	7.83718	1
chr2_150450000_150455000-chr2_151340000_151345000	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0.701542	0.209129	1
chr2_150455000_150460000-chr2_151340000_151345000	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0.121187	0.209129	1
chr2_157380000_157385000-chr2_157190000_157195000	0	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0.466629	0.056267	1
chr2_157380000_157385000-chr2_157195000_157200000	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0.888091	0.056267	1
chr2_157385000_157390000-chr2_157190000_157195000	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0.66304	0.056267	1
chr2_157385000_157390000-chr2_157195000_157200000	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0.669402	0.056267	1
chr2_158270000_158275000-chr2_158180000_158185000	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	-0.146985	0.134616	1
chr2_158275000_158280000-chr2_158180000_158185000	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.334269	0.134616	1
chr2_158600000_158605000-chr2_158155000_158160000	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.193217	0	1
chr2_158605000_158610000-chr2_158155000_158160000	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.976252	0	1
chr2_158865000_158870000-chr2_158155000_158160000	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.976252	0	1
chr2_158865000_158870000-chr2_158345000_158350000	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.950129	0	1
chr2_161065000_161070000-chr2_160965000_160970000	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0.95707	0.001337	1
chr2_161850000_161855000-chr2_160965000_160970000	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0.880103	0.001337	1
chr2_163180000_163185000-chr2_162925000_162930000	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.218871	0	1
chr2_163185000_163190000-chr2_162925000_162930000	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.774171	0	1
chr2_169815000_169820000-chr2_169995000_170000000	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.993338	0	1
chr2_170785000_170790000-chr2_170385000_170390000	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0.926164	0	1
chr2_171090000_171095000-chr2_171670000_171675000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0.437104	0.02365	1
chr2_171215000_171220000-chr2_171670000_171675000	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0.424803	0.02365	1
chr2_171215000_171220000-chr2_171675000_171680000	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0.0169429	0.02365	1
chr2_171820000_171825000-chr2_172290000_172295000	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.00148655	0.74424	1
chr2_171820000_171825000-chr2_172295000_172300000	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.793128	0.74424	1
chr2_171825000_171830000-chr2_172290000_172295000	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0.877435	0.74424	1
chr2_171825000_171830000-chr2_172295000_172300000	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0.350941	0.74424	1
chr2_172175000_172180000-chr2_172015000_172020000	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	0.872675	0.879159	1
chr2_172270000_172275000-chr2_172015000_172020000	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0.693991	0.879159	1
chr2_173730000_173735000-chr2_173790000_173795000	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	1
chr2_174260000_174265000-chr2_174905000_174910000	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0.230574	0	1
chr2_174265000_174270000-chr2_174905000_174910000	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0.385999	0	1
chr2_175555000_175560000-chr2_175430000_175435000	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0.144896	0	1
chr2_175555000_175560000-chr2_175435000_175440000	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0	1
chr2_176230000_176235000-chr2_176960000_176965000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0.448169	0	1
chr2_176550000_176555000-chr2_176960000_176965000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0.495235	0	1
chr2_177515000_177520000-chr2_176990000_176995000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.712679	0	1
chr2_178010000_178015000-chr2_177680000_177685000	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.648224	0.000115	1
chr2_178590000_178595000-chr2_178025000_178030000	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	-0.368017	0.000284	1
chr2_179660000_179665000-chr2_179990000_179995000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1
chr2_179755000_179760000-chr2_179990000_179995000	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.937184	0	1
chr2_180990000_180995000-chr2_181920000_181925000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1
chr2_181465000_181470000-chr2_181920000_181925000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1
chr2_181940000_181945000-chr2_182320000_182325000	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0.428338	0.38938	1
chr2_182095000_182100000-chr2_181970000_181975000	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0.0790262	0	1
chr2_182170000_182175000-chr2_181970000_181975000	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0.817908	0	1
chr2_182170000_182175000-chr2_182320000_182325000	0	0	1	0	0	1	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0.754715	0.38938	1
chr2_182175000_182180000-chr2_181970000_181975000	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0.822357	0	1
chr2_187725000_187730000-chr2_188310000_188315000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.536728	0	1
chr2_188000000_188005000-chr2_188310000_188315000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.536728	0	1
chr2_188160000_188165000-chr2_188310000_188315000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.536728	0	1
chr2_188445000_188450000-chr2_188360000_188365000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1
chr2_190275000_190280000-chr2_189385000_189390000	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.991168	0.022568	1
chr2_191370000_191375000-chr2_190950000_190955000	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.16666	0	1
chr2_191375000_191380000-chr2_190950000_190955000	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0.876573	0	1
chr2_191660000_191665000-chr2_190950000_190955000	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.659999	0	1
chr2_191665000_191670000-chr2_190950000_190955000	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1
chr2_191915000_191920000-chr2_192015000_192020000	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0.37499	0	1
chr2_196180000_196185000-chr2_196520000_196525000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	-0.117762	0.428795	1
chr2_196360000_196365000-chr2_196520000_196525000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	-0.117762	0.428795	1
chr2_196420000_196425000-chr2_197035000_197040000	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0.903862	1.39834	1
chr2_196425000_196430000-chr2_196520000_196525000	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0.823484	0.428795	1
chr2_196425000_196430000-chr2_197035000_197040000	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0.840229	1.39834	1
chr2_196525000_196530000-chr2_196930000_196935000	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0.591231	0.004101	1
chr2_197980000_197985000-chr2_198245000_198250000	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	0.006585	1
chr2_197990000_197995000-chr2_198175000_198180000	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0.494304	1.15604	1
chr2_198035000_198040000-chr2_197975000_197980000	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.084076	0	1
chr2_198055000_198060000-chr2_198175000_198180000	1	0	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0.607234	1.15604	1
chr2_198055000_198060000-chr2_198245000_198250000	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.425356	0.006585	1
chr2_198990000_198995000-chr2_198665000_198670000	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0.419677	0.024723	1
chr2_199160000_199165000-chr2_198665000_198670000	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0.462126	0.024723	1
chr2_20060000_20065000-chr2_19555000_19560000	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.262968	3.7e-05	1
chr2_200830000_200835000-chr2_201675000_201680000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0.231836	3.11089	1
chr2_200835000_200840000-chr2_201675000_201680000	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0.0516487	3.11089	1
chr2_200840000_200845000-chr2_201330000_201335000	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0.159653	0	1
chr2_201575000_201580000-chr2_201675000_201680000	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0.530004	3.11089	1
chr2_201575000_201580000-chr2_201930000_201935000	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0.637578	2.88122	1
chr2_201575000_201580000-chr2_201935000_201940000	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0.844188	2.88122	1
chr2_201575000_201580000-chr2_202045000_202050000	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0.612953	0.216468	1
chr2_201770000_201775000-chr2_201930000_201935000	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0.358818	2.88122	1
chr2_202090000_202095000-chr2_202045000_202050000	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0.412259	0.216468	1
chr2_202105000_202110000-chr2_203040000_203045000	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.200591	0	1
chr2_202225000_202230000-chr2_202050000_202055000	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0.339478	0.216468	1
chr2_202545000_202550000-chr2_203040000_203045000	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.956201	0	1
chr2_205735000_205740000-chr2_206545000_206550000	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0.325568	0	1
chr2_213550000_213555000-chr2_214015000_214020000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0.317735	4.13132	1
chr2_214090000_214095000-chr2_213885000_213890000	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0.880897	0.001447	1
chr2_216780000_216785000-chr2_216315000_216320000	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0.510918	0	1
chr2_216795000_216800000-chr2_215825000_215830000	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0.845804	0.026289	1
chr2_217075000_217080000-chr2_217520000_217525000	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.111111	0	1
chr2_217530000_217535000-chr2_217380000_217385000	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.789923	0.106465	1
chr2_218650000_218655000-chr2_218750000_218755000	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0.657893	0.002847	1
chr2_218650000_218655000-chr2_218930000_218935000	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0.975942	0.007205	1
chr2_219165000_219170000-chr2_219230000_219235000	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0.131593	0.008319	1
chr2_219165000_219170000-chr2_219520000_219525000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.387984	0.6898	1
chr2_219165000_219170000-chr2_219525000_219530000	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	-0.109275	0.6898	1
chr2_219710000_219715000-chr2_219520000_219525000	1	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0.418082	0.6898	1
chr2_219730000_219735000-chr2_219840000_219845000	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0.544711	0	1
chr2_219980000_219985000-chr2_219925000_219930000	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0.113878	0.000153	1
chr2_220010000_220015000-chr2_219890000_219895000	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.212432	0	1
chr2_220015000_220020000-chr2_219890000_219895000	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.960458	0	1
chr2_221550000_221555000-chr2_222435000_222440000	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0.464497	0	1
chr2_223555000_223560000-chr2_223765000_223770000	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0.668896	0	1
chr2_225865000_225870000-chr2_225795000_225800000	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0.555637	0	1
chr2_227080000_227085000-chr2_227660000_227665000	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0.287673	0	1
chr2_230870000_230875000-chr2_231675000_231680000	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0.695808	1.92311	1
chr2_231020000_231025000-chr2_230640000_230645000	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0.300717	2.4636	1
chr2_231025000_231030000-chr2_230640000_230645000	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0.0268732	2.4636	1
chr2_232090000_232095000-chr2_232250000_232255000	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0.385944	0.380652	1
chr2_232090000_232095000-chr2_232255000_232260000	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0.917466	0.380652	1
chr2_232095000_232100000-chr2_232250000_232255000	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.720151	0.380652	1
chr2_232095000_232100000-chr2_232255000_232260000	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0.481406	0.380652	1
chr2_232475000_232480000-chr2_232645000_232650000	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0.768917	0.840637	1
chr2_232540000_232545000-chr2_232645000_232650000	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0.790411	0.840637	1
chr2_232770000_232775000-chr2_233190000_233195000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.987391	0.067319	1
chr2_233915000_233920000-chr2_233470000_233475000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0.831477	0	1
chr2_234165000_234170000-chr2_233470000_233475000	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	-0.142523	0	1
chr2_236040000_236045000-chr2_236650000_236655000	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.105759	0.000707	1
chr2_236045000_236050000-chr2_236650000_236655000	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.000707	1
chr2_236500000_236505000-chr2_236650000_236655000	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.160481	0.000707	1
chr2_23680000_23685000-chr2_23420000_23425000	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.968089	0	1
chr2_238060000_238065000-chr2_238480000_238485000	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.795071	0.01137	1
chr2_239175000_239180000-chr2_238765000_238770000	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0.269644	0	1
chr2_24045000_24050000-chr2_24300000_24305000	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	-0.127352	3.14912	1
chr2_24110000_24115000-chr2_24145000_24150000	0	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0.254908	0.279998	1
